"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"DRG49","OUT035",1
"FDC52","OUT027",1
"FDY13","OUT046",1
"FDY35","OUT013",1
"FDI35","OUT017",1
"NCU18","OUT049",1
"FDY33","OUT018",1
"FDC15","OUT027",1
"FDU01","OUT049",1
"NCU42","OUT046",1
"NCV29","OUT018",1
"NCY30","OUT017",1
"FDQ46","OUT049",1
"FDG58","OUT027",1
"FDK33","OUT017",1
"NCD07","OUT045",1
"NCX29","OUT027",1
"NCT42","OUT013",1
"DRN59","OUT035",1
"FDI44","OUT035",1
"FDA45","OUT049",1
"FDP31","OUT045",1
"FDY01","OUT046",1
"FDT09","OUT018",1
"DRH03","OUT027",1
"FDA36","OUT018",1
"NCF31","OUT017",1
"FDG14","OUT049",1
"FDG28","OUT027",1
"FDU14","OUT049",1
"FDY47","OUT019",1
"FDI56","OUT049",1
"DRD01","OUT013",1
"FDM22","OUT046",1
"FDH33","OUT013",1
"DRZ24","OUT013",1
"NCQ38","OUT046",1
"FDO16","OUT027",1
"FDU07","OUT027",1
"NCB07","OUT013",1
"FDU48","OUT045",1
"NCM43","OUT045",1
"FDR31","OUT010",1
"DRK49","OUT018",1
"NCI30","OUT010",1
"DRD60","OUT017",1
"NCG19","OUT046",1
"FDH12","OUT035",1
"FDM32","OUT035",1
"FDM27","OUT035",1
"NCU53","OUT027",1
"NCQ18","OUT046",1
"FDS10","OUT013",1
"FDB33","OUT027",1
"FDI12","OUT013",1
"NCW42","OUT013",1
"NCC06","OUT018",1
"FDW02","OUT017",1
"NCD43","OUT017",1
"FDM57","OUT018",1
"FDA58","OUT017",1
"FDK56","OUT046",1
"FDP52","OUT045",1
"FDW20","OUT018",1
"FDS52","OUT049",1
"NCT29","OUT018",1
"NCL54","OUT013",1
"FDC05","OUT045",1
"FDF34","OUT035",1
"FDP03","OUT027",1
"FDD32","OUT010",1
"FDZ10","OUT045",1
"FDZ40","OUT035",1
"FDD51","OUT018",1
"NCY30","OUT019",1
"FDP58","OUT017",1
"FDV49","OUT017",1
"FDY24","OUT019",1
"NCO55","OUT017",1
"FDR13","OUT017",1
"FDS51","OUT017",1
"FDP26","OUT045",1
"NCB54","OUT027",1
"FDF32","OUT017",1
"FDN31","OUT018",1
"DRM48","OUT017",1
"FDN20","OUT049",1
"DRL01","OUT046",1
"FDV56","OUT049",1
"DRH13","OUT027",1
"FDA03","OUT017",1
"FDF47","OUT027",1
"FDX32","OUT046",1
"FDX57","OUT049",1
"NCA30","OUT045",1
"FDO49","OUT013",1
"FDL04","OUT019",1
"DRM48","OUT035",1
"FDR16","OUT013",1
"NCC19","OUT018",1
"NCE42","OUT045",1
"FDY24","OUT017",1
"FDH19","OUT049",1
"FDJ46","OUT013",1
"FDN45","OUT010",1
"FDY08","OUT035",1
"FDZ37","OUT035",1
"NCT30","OUT045",1
"DRY23","OUT018",1
"NCZ30","OUT018",1
"FDC44","OUT018",1
"FDB45","OUT035",1
"FDY04","OUT013",1
"FDM27","OUT046",1
"FDZ43","OUT017",1
"FDT39","OUT019",1
"NCC06","OUT019",1
"FDL15","OUT027",1
"FDL57","OUT017",1
"FDU08","OUT046",1
"FDK40","OUT017",1
"FDQ12","OUT010",1
"FDS48","OUT017",1
"FDP09","OUT045",1
"FDW21","OUT049",1
"FDY25","OUT035",1
"DRE13","OUT017",1
"FDV43","OUT019",1
"FDD22","OUT045",1
"FDM46","OUT019",1
"NCO30","OUT010",1
"FDM25","OUT046",1
"NCN41","OUT049",1
"FDU24","OUT045",1
"FDZ50","OUT046",1
"FDP45","OUT013",1
"NCM54","OUT045",1
"FDW10","OUT019",1
"FDP20","OUT017",1
"FDK32","OUT046",1
"FDN52","OUT049",1
"FDM58","OUT045",1
"FDZ46","OUT027",1
"NCA18","OUT018",1
"FDD35","OUT046",1
"NCK31","OUT035",1
"FDI40","OUT027",1
"FDT50","OUT019",1
"NCT06","OUT046",1
"FDT31","OUT035",1
"FDT45","OUT049",1
"FDT13","OUT045",1
"FDO50","OUT045",1
"NCU18","OUT010",1
"NCR54","OUT049",1
"NCO18","OUT018",1
"FDU09","OUT045",1
"FDT13","OUT018",1
"FDE09","OUT046",1
"NCK53","OUT019",1
"FDG45","OUT049",1
"DRH15","OUT035",1
"FDO21","OUT019",1
"FDD14","OUT027",1
"FDC09","OUT046",1
"FDH45","OUT027",1
"FDV32","OUT046",1
"FDG12","OUT035",1
"FDS32","OUT013",1
"NCL55","OUT018",1
"DRE01","OUT035",1
"DRE15","OUT049",1
"NCL42","OUT045",1
"FDP31","OUT013",1
"FDN33","OUT018",1
"FDZ59","OUT046",1
"FDE45","OUT010",1
"FDJ07","OUT013",1
"FDQ45","OUT018",1
"FDM33","OUT027",1
"FDO15","OUT010",1
"FDM46","OUT013",1
"FDR03","OUT045",1
"FDY49","OUT018",1
"FDQ60","OUT045",1
"FDW10","OUT049",1
"FDO51","OUT049",1
"FDJ40","OUT018",1
"FDS20","OUT018",1
"FDU45","OUT013",1
"FDV02","OUT035",1
"FDN09","OUT046",1
"NCM55","OUT027",1
"FDN23","OUT018",1
"FDY31","OUT010",1
"FDW03","OUT010",1
"FDD14","OUT046",1
"FDV23","OUT017",1
"DRI03","OUT045",1
"FDN13","OUT035",1
"FDF45","OUT027",1
"FDU46","OUT035",1
"FDB57","OUT049",1
"FDV12","OUT049",1
"FDQ58","OUT013",1
"NCA18","OUT017",1
"FDH52","OUT049",1
"FDM24","OUT018",1
"NCP43","OUT027",1
"NCO18","OUT019",1
"FDM32","OUT017",1
"NCL07","OUT017",1
"FDK03","OUT013",1
"FDP59","OUT017",1
"FDQ24","OUT049",1
"FDQ16","OUT018",1
"FDU44","OUT013",1
"FDH28","OUT010",1
"FDV28","OUT019",1
"FDM22","OUT045",1
"FDR56","OUT046",1
"FDV39","OUT049",1
"FDU37","OUT019",1
"FDQ11","OUT010",1
"FDX02","OUT045",1
"NCS42","OUT018",1
"FDY57","OUT027",1
"FDB21","OUT049",1
"FDE28","OUT017",1
"FDQ55","OUT017",1
"FDA48","OUT049",1
"FDZ19","OUT045",1
"NCC43","OUT045",1
"NCV18","OUT046",1
"NCA42","OUT018",1
"FDY45","OUT046",1
"NCC30","OUT045",1
"FDM57","OUT013",1
"FDL09","OUT010",1
"FDB09","OUT027",1
"FDT44","OUT035",1
"NCT06","OUT027",1
"FDX26","OUT049",1
"FDK32","OUT013",1
"DRA12","OUT046",1
"FDO46","OUT010",1
"FDE52","OUT013",1
"NCH42","OUT045",1
"FDV08","OUT035",1
"FDB47","OUT018",1
"FDC28","OUT010",1
"FDD22","OUT046",1
"FDS07","OUT027",1
"DRI13","OUT045",1
"FDG32","OUT018",1
"FDU14","OUT017",1
"FDD28","OUT019",1
"NCP41","OUT017",1
"FDS08","OUT049",1
"FDX47","OUT045",1
"FDC53","OUT019",1
"FDQ19","OUT035",1
"FDL14","OUT045",1
"FDM33","OUT019",1
"FDA51","OUT045",1
"FDZ27","OUT018",1
"FDT04","OUT046",1
"DRC13","OUT049",1
"FDR16","OUT027",1
"FDQ03","OUT027",1
"FDE38","OUT035",1
"DRH23","OUT027",1
"FDT11","OUT019",1
"FDD09","OUT035",1
"FDR40","OUT045",1
"FDX07","OUT017",1
"FDR07","OUT035",1
"FDA51","OUT017",1
"FDT59","OUT019",1
"FDF20","OUT017",1
"FDR13","OUT045",1
"FDY26","OUT049",1
"FDW04","OUT017",1
"FDK52","OUT017",1
"FDN60","OUT049",1
"FDM09","OUT019",1
"FDP46","OUT049",1
"FDB50","OUT019",1
"NCQ29","OUT049",1
"FDP16","OUT027",1
"FDX33","OUT018",1
"FDP07","OUT010",1
"FDN22","OUT046",1
"FDF39","OUT049",1
"FDS21","OUT017",1
"NCM42","OUT013",1
"FDK50","OUT019",1
"DRF13","OUT027",1
"FDH35","OUT018",1
"FDP60","OUT018",1
"DRJ49","OUT027",1
"NCT42","OUT019",1
"FDE38","OUT049",1
"FDI04","OUT049",1
"NCH54","OUT045",1
"FDT56","OUT049",1
"DRD15","OUT018",1
"FDV58","OUT013",1
"FDP21","OUT049",1
"FDH05","OUT013",1
"FDR10","OUT027",1
"NCP06","OUT045",1
"FDF33","OUT049",1
"DRK37","OUT013",1
"DRH49","OUT045",1
"FDT58","OUT013",1
"FDD41","OUT018",1
"FDP40","OUT018",1
"FDM51","OUT027",1
"FDO45","OUT010",1
"FDW33","OUT010",1
"FDY24","OUT045",1
"FDB10","OUT010",1
"FDM40","OUT035",1
"NCI06","OUT017",1
"FDW12","OUT019",1
"FDX48","OUT027",1
"NCW05","OUT027",1
"FDX27","OUT017",1
"DRM37","OUT045",1
"FDA38","OUT045",1
"FDR36","OUT046",1
"FDZ45","OUT046",1
"FDG05","OUT017",1
"FDK28","OUT013",1
"FDV47","OUT045",1
"FDN21","OUT045",1
"FDP20","OUT027",1
"FDI35","OUT045",1
"DRY23","OUT013",1
"FDA56","OUT017",1
"FDB09","OUT013",1
"NCO26","OUT027",1
"FDQ49","OUT018",1
"FDI52","OUT027",1
"FDZ44","OUT027",1
"FDZ09","OUT018",1
"FDY03","OUT049",1
"NCG42","OUT017",1
"DRI13","OUT027",1
"FDQ32","OUT013",1
"FDW16","OUT035",1
"FDU27","OUT046",1
"FDR28","OUT010",1
"FDQ49","OUT010",1
"FDS37","OUT046",1
"FDW26","OUT018",1
"FDX12","OUT018",1
"NCP06","OUT013",1
"FDW45","OUT010",1
"NCN30","OUT049",1
"FDN24","OUT049",1
"NCL41","OUT027",1
"FDR02","OUT019",1
"FDD09","OUT010",1
"FDS33","OUT010",1
"FDU22","OUT045",1
"FDI53","OUT013",1
"DRH01","OUT049",1
"FDX32","OUT013",1
"NCP30","OUT018",1
"FDB60","OUT045",1
"FDB14","OUT049",1
"NCP02","OUT035",1
"FDJ10","OUT017",1
"FDG34","OUT046",1
"NCB18","OUT017",1
"FDM16","OUT049",1
"FDW25","OUT018",1
"FDB35","OUT010",1
"DRN11","OUT013",1
"FDF41","OUT019",1
"FDH16","OUT045",1
"NCQ50","OUT018",1
"DRH23","OUT018",1
"DRJ37","OUT013",1
"DRJ24","OUT027",1
"FDY16","OUT035",1
"FDQ27","OUT045",1
"FDZ33","OUT045",1
"FDF29","OUT045",1
"FDA08","OUT049",1
"FDG31","OUT046",1
"FDE34","OUT019",1
"NCR30","OUT027",1
"FDV33","OUT035",1
"DRZ24","OUT018",1
"NCL54","OUT035",1
"FDR12","OUT049",1
"NCC54","OUT046",1
"DRN59","OUT013",1
"FDX50","OUT019",1
"FDV31","OUT027",1
"NCA29","OUT027",1
"FDW60","OUT049",1
"FDX08","OUT017",1
"DRD49","OUT013",1
"FDD33","OUT046",1
"FDW35","OUT013",1
"FDJ36","OUT017",1
"FDV51","OUT035",1
"FDW36","OUT046",1
"FDH35","OUT046",1
"NCS30","OUT027",1
"FDN49","OUT017",1
"FDL08","OUT018",1
"FDI09","OUT013",1
"FDP19","OUT018",1
"FDU21","OUT010",1
"NCP41","OUT045",1
"FDY10","OUT013",1
"FDP12","OUT018",1
"NCN26","OUT049",1
"FDK44","OUT013",1
"FDC28","OUT049",1
"FDJ41","OUT027",1
"NCT29","OUT035",1
"NCH42","OUT019",1
"FDU60","OUT018",1
"FDS02","OUT045",1
"FDC51","OUT046",1
"FDU03","OUT013",1
"FDX39","OUT045",1
"NCY05","OUT010",1
"NCL06","OUT027",1
"FDD32","OUT035",1
"NCN41","OUT045",1
"NCX53","OUT049",1
"FDU57","OUT019",1
"FDQ23","OUT046",1
"FDQ52","OUT045",1
"FDC14","OUT045",1
"FDY09","OUT035",1
"FDQ28","OUT045",1
"FDV25","OUT046",1
"FDJ07","OUT035",1
"DRB25","OUT049",1
"FDK52","OUT019",1
"FDY52","OUT027",1
"FDB28","OUT046",1
"FDT36","OUT035",1
"FDV25","OUT017",1
"NCN07","OUT027",1
"FDC57","OUT017",1
"FDQ03","OUT018",1
"FDU23","OUT017",1
"NCX41","OUT035",1
"NCD06","OUT035",1
"FDW08","OUT045",1
"NCU29","OUT017",1
"NCE06","OUT013",1
"FDV52","OUT010",1
"FDB02","OUT017",1
"NCR18","OUT045",1
"FDK16","OUT049",1
"NCQ29","OUT010",1
"FDZ01","OUT019",1
"FDW27","OUT035",1
"FDD17","OUT018",1
"FDW39","OUT013",1
"DRH59","OUT045",1
"FDS52","OUT013",1
"FDU40","OUT027",1
"NCF54","OUT013",1
"FDH46","OUT045",1
"NCP14","OUT049",1
"FDH50","OUT049",1
"DRF15","OUT010",1
"FDV27","OUT027",1
"NCJ06","OUT049",1
"FDN02","OUT018",1
"FDQ51","OUT049",1
"FDQ07","OUT017",1
"FDS45","OUT049",1
"NCJ06","OUT045",1
"FDD36","OUT035",1
"FDY25","OUT045",1
"FDU52","OUT046",1
"DRK47","OUT017",1
"NCL30","OUT017",1
"FDN22","OUT035",1
"NCF30","OUT027",1
"FDK03","OUT035",1
"FDT45","OUT017",1
"NCC54","OUT027",1
"FDP08","OUT018",1
"FDU44","OUT046",1
"DRG39","OUT035",1
"FDU32","OUT049",1
"FDY27","OUT049",1
"NCP54","OUT013",1
"NCZ41","OUT049",1
"DRL49","OUT013",1
"FDI05","OUT018",1
"FDY56","OUT045",1
"DRC13","OUT013",1
"NCV29","OUT017",1
"FDR24","OUT049",1
"FDZ34","OUT018",1
"FDP37","OUT035",1
"FDX08","OUT027",1
"FDS57","OUT045",1
"NCG18","OUT049",1
"FDK25","OUT018",1
"FDH53","OUT049",1
"DRI59","OUT018",1
"FDA52","OUT046",1
"FDT20","OUT010",1
"FDE36","OUT019",1
"FDI24","OUT017",1
"FDB28","OUT018",1
"FDV11","OUT017",1
"FDP01","OUT046",1
"FDD34","OUT027",1
"FDJ50","OUT027",1
"FDZ44","OUT013",1
"DRO59","OUT035",1
"DRB48","OUT045",1
"FDR21","OUT018",1
"NCE42","OUT010",1
"FDO23","OUT046",1
"NCE30","OUT018",1
"FDQ22","OUT035",1
"FDY01","OUT045",1
"FDS08","OUT017",1
"FDG28","OUT018",1
"FDQ51","OUT018",1
"FDB05","OUT017",1
"FDO56","OUT049",1
"FDE02","OUT018",1
"FDN45","OUT017",1
"FDS09","OUT013",1
"NCA54","OUT018",1
"FDP09","OUT010",1
"FDC53","OUT045",1
"NCM55","OUT017",1
"FDL09","OUT018",1
"FDA11","OUT019",1
"FDA50","OUT045",1
"FDC23","OUT017",1
"FDE22","OUT049",1
"FDD23","OUT046",1
"NCA29","OUT049",1
"FDK38","OUT046",1
"DRC13","OUT046",1
"NCP43","OUT049",1
"FDX28","OUT049",1
"FDF08","OUT049",1
"FDZ33","OUT046",1
"FDD10","OUT049",1
"FDO58","OUT017",1
"FDI50","OUT017",1
"FDO58","OUT045",1
"FDX08","OUT013",1
"NCK17","OUT010",1
"FDF39","OUT035",1
"FDU45","OUT010",1
"NCJ18","OUT018",1
"DRC27","OUT019",1
"DRC25","OUT035",1
"FDU59","OUT035",1
"FDU28","OUT035",1
"NCP30","OUT046",1
"FDB39","OUT018",1
"FDE41","OUT013",1
"DRH11","OUT010",1
"FDA58","OUT045",1
"FDU50","OUT046",1
"FDM34","OUT013",1
"FDM44","OUT027",1
"FDR39","OUT045",1
"FDM25","OUT045",1
"FDQ49","OUT049",1
"DRH25","OUT018",1
"FDM09","OUT027",1
"FDL44","OUT019",1
"NCR42","OUT018",1
"DRL59","OUT046",1
"FDX43","OUT013",1
"DRK47","OUT010",1
"FDU48","OUT018",1
"FDY12","OUT045",1
"NCN43","OUT018",1
"NCM55","OUT018",1
"FDQ21","OUT027",1
"FDX13","OUT035",1
"NCK30","OUT027",1
"FDG20","OUT049",1
"DRG27","OUT017",1
"FDY14","OUT018",1
"FDP59","OUT035",1
"FDU60","OUT017",1
"NCC18","OUT019",1
"DRJ39","OUT017",1
"FDS07","OUT049",1
"FDM08","OUT027",1
"FDP51","OUT045",1
"FDU16","OUT035",1
"FDH12","OUT013",1
"DRE48","OUT010",1
"NCL42","OUT027",1
"FDR21","OUT045",1
"NCW29","OUT035",1
"FDO11","OUT013",1
"NCM31","OUT049",1
"FDV35","OUT019",1
"FDF58","OUT017",1
"NCE43","OUT049",1
"FDA02","OUT035",1
"DRL37","OUT010",1
"FDR24","OUT018",1
"FDW59","OUT049",1
"FDS22","OUT049",1
"FDW24","OUT017",1
"FDU24","OUT035",1
"FDA21","OUT027",1
"FDH58","OUT027",1
"FDW36","OUT018",1
"FDI45","OUT027",1
"FDU01","OUT018",1
"FDF35","OUT027",1
"FDU43","OUT019",1
"FDE24","OUT019",1
"FDK50","OUT049",1
"FDG31","OUT045",1
"FDC60","OUT045",1
"FDL36","OUT013",1
"FDP21","OUT013",1
"FDW16","OUT045",1
"FDX02","OUT017",1
"FDQ58","OUT027",1
"FDT51","OUT046",1
"FDD59","OUT049",1
"NCM42","OUT018",1
"FDA57","OUT018",1
"FDZ48","OUT035",1
"FDE46","OUT045",1
"NCZ30","OUT019",1
"FDB56","OUT017",1
"FDA25","OUT027",1
"FDD20","OUT013",1
"FDL25","OUT013",1
"NCO18","OUT049",1
"FDJ45","OUT017",1
"FDR12","OUT035",1
"NCF19","OUT010",1
"FDK25","OUT046",1
"NCR17","OUT046",1
"FDC52","OUT046",1
"NCA54","OUT017",1
"FDR45","OUT010",1
"NCM19","OUT049",1
"FDF39","OUT027",1
"FDX23","OUT049",1
"FDD58","OUT027",1
"FDX28","OUT013",1
"NCD31","OUT013",1
"FDU57","OUT018",1
"FDI27","OUT046",1
"NCM42","OUT046",1
"FDD32","OUT027",1
"FDI34","OUT013",1
"NCM29","OUT049",1
"FDG46","OUT018",1
"DRC01","OUT010",1
"FDB15","OUT027",1
"NCA17","OUT027",1
"FDF10","OUT046",1
"FDR26","OUT027",1
"FDI02","OUT049",1
"NCM54","OUT010",1
"FDF14","OUT013",1
"FDJ33","OUT010",1
"FDM20","OUT035",1
"FDC03","OUT027",1
"NCX05","OUT046",1
"NCM41","OUT027",1
"NCU29","OUT010",1
"FDQ59","OUT017",1
"FDH46","OUT010",1
"FDH09","OUT013",1
"NCD06","OUT045",1
"FDC15","OUT035",1
"DRD37","OUT027",1
"FDT28","OUT027",1
"FDR28","OUT027",1
"FDT38","OUT017",1
"FDV34","OUT027",1
"FDY52","OUT035",1
"FDB34","OUT013",1
"DRL23","OUT018",1
"DRB24","OUT046",1
"FDJ50","OUT046",1
"FDQ49","OUT035",1
"FDP20","OUT035",1
"FDV19","OUT027",1
"NCR54","OUT045",1
"FDO09","OUT010",1
"FDS57","OUT018",1
"FDN10","OUT049",1
"FDV23","OUT049",1
"FDY28","OUT049",1
"DRG51","OUT013",1
"FDD45","OUT019",1
"NCL18","OUT027",1
"NCM29","OUT013",1
"FDF17","OUT027",1
"FDE22","OUT017",1
"FDQ22","OUT017",1
"FDS01","OUT013",1
"FDW35","OUT027",1
"FDJ33","OUT046",1
"NCF54","OUT035",1
"FDE09","OUT013",1
"NCE06","OUT045",1
"DRH49","OUT049",1
"FDY43","OUT045",1
"NCT05","OUT017",1
"FDZ34","OUT045",1
"FDL38","OUT017",1
"FDZ31","OUT017",1
"FDR14","OUT035",1
"NCN54","OUT049",1
"NCC42","OUT027",1
"FDK08","OUT017",1
"FDP59","OUT013",1
"FDV22","OUT035",1
"FDD33","OUT035",1
"DRE60","OUT027",1
"FDK52","OUT046",1
"FDA02","OUT017",1
"FDM56","OUT049",1
"FDE57","OUT035",1
"FDM32","OUT045",1
"NCQ30","OUT027",1
"FDQ27","OUT027",1
"FDT60","OUT027",1
"FDU43","OUT049",1
"NCO55","OUT035",1
"FDG02","OUT045",1
"FDJ28","OUT013",1
"FDP40","OUT045",1
"FDJ38","OUT045",1
"NCC54","OUT017",1
"NCZ41","OUT046",1
"FDK38","OUT019",1
"FDU52","OUT013",1
"FDC40","OUT046",1
"NCR30","OUT017",1
"NCN18","OUT017",1
"FDB50","OUT035",1
"FDG04","OUT013",1
"FDR26","OUT035",1
"NCT17","OUT018",1
"FDX35","OUT027",1
"FDS12","OUT046",1
"NCZ29","OUT027",1
"FDB38","OUT010",1
"FDP12","OUT013",1
"FDP22","OUT046",1
"FDS26","OUT018",1
"FDR52","OUT046",1
"DRJ13","OUT046",1
"FDU48","OUT027",1
"FDE29","OUT035",1
"NCT29","OUT049",1
"DRK37","OUT018",1
"FDK55","OUT046",1
"FDR07","OUT046",1
"FDO21","OUT027",1
"FDK46","OUT049",1
"FDB12","OUT045",1
"FDT31","OUT027",1
"FDJ33","OUT045",1
"FDC26","OUT027",1
"NCQ02","OUT045",1
"FDP08","OUT010",1
"FDB11","OUT027",1
"FDV55","OUT013",1
"FDW20","OUT049",1
"NCJ18","OUT019",1
"FDC41","OUT018",1
"FDE14","OUT027",1
"FDG35","OUT013",1
"FDF45","OUT035",1
"FDS19","OUT027",1
"FDS58","OUT019",1
"FDA26","OUT017",1
"FDM32","OUT049",1
"FDL45","OUT046",1
"FDZ55","OUT049",1
"FDY37","OUT049",1
"FDO46","OUT046",1
"FDQ60","OUT046",1
"FDA19","OUT018",1
"FDL15","OUT046",1
"FDM10","OUT018",1
