"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDG35","OUT017",2906.54828630486
"FDD08","OUT010",0
"NCO07","OUT017",3436.56583305769
"FDJ10","OUT010",350.263805854477
"FDW36","OUT017",1777.60406954207
"FDW21","OUT010",0
"FDY19","OUT017",1985.73802965972
"DRE03","OUT013",810.140945869405
"NCC55","OUT049",752.536377288141
"FDH52","OUT010",0
"FDO09","OUT017",4290.46908788214
"FDU43","OUT045",3755.09108488993
"FDX09","OUT010",867.582334708111
"FDH40","OUT019",0
"FDW58","OUT017",1772.92986546517
"FDC47","OUT017",3673.89173696819
"NCR41","OUT035",1654.27064942949
"DRG49","OUT035",3974.72640783087
"FDC52","OUT027",3975.86855802115
"FDY13","OUT046",1252.64868835916
"FDY35","OUT013",839.705431926025
"FDI35","OUT017",3005.81437960888
"NCU18","OUT049",2362.31079466404
"FDY33","OUT018",2296.42958821796
"FDC15","OUT027",3950.0383584759
"FDU01","OUT049",3111.1349541996
"NCU42","OUT046",2699.71077865328
"NCV29","OUT018",2551.88395527416
"NCY30","OUT017",2990.39354081548
"FDQ46","OUT049",1862.05155737669
"FDG58","OUT027",3955.30073041812
"FDK33","OUT017",3486.83494194707
"NCD07","OUT045",1751.62423816287
"NCX29","OUT027",3750.86189474649
"NCT42","OUT013",2386.35299105319
"DRN59","OUT035",900.234612681253
"FDI44","OUT035",1446.05132530868
"FDA45","OUT049",2887.75080330098
"FDP31","OUT045",983.789302764504
"FDY01","OUT046",1845.14722136208
"FDT09","OUT018",1876.74521839015
"DRH03","OUT027",2993.43520707211
"FDA36","OUT018",2690.90305508081
"NCF31","OUT017",2548.72292675052
"FDG14","OUT049",2574.16361193766
"FDG28","OUT027",5364.17349367619
"FDU14","OUT049",4057.30987997607
"FDY47","OUT019",225.673246932086
"FDI56","OUT049",1562.24705164889
"DRD01","OUT013",981.127900451071
"FDM22","OUT046",960.574352253379
"FDH33","OUT013",739.381198726926
"DRZ24","OUT013",1880.58681411683
"NCQ38","OUT046",1673.39775005052
"FDO16","OUT027",2816.91287620191
"FDU07","OUT027",3871.99663958952
"NCB07","OUT013",3082.03618020541
"FDU48","OUT045",2009.32346576455
"NCM43","OUT045",2565.38140065984
"FDR31","OUT010",455.905543224956
"DRK49","OUT018",426.505456518
"NCI30","OUT010",1903.59670461079
"DRD60","OUT017",2979.53982818508
"NCG19","OUT046",3650.51226284801
"FDH12","OUT035",1821.90381344977
"FDM32","OUT035",1639.36448965756
"FDM27","OUT035",2680.76743946597
"NCU53","OUT027",4072.93545101751
"NCQ18","OUT046",1549.14842686764
"FDS10","OUT013",2881.18096236991
"FDB33","OUT027",4000.75411044644
"FDI12","OUT013",1463.02173440699
"NCW42","OUT013",3502.7503690877
"NCC06","OUT018",1735.86144450729
"FDW02","OUT017",2123.48773780661
"NCD43","OUT017",1767.54799307662
"FDM57","OUT018",1122.55974934199
"FDA58","OUT017",3824.00360805131
"FDK56","OUT046",2941.57490550119
"FDP52","OUT045",3635.10213500455
"FDW20","OUT018",1696.90588983997
"FDS52","OUT049",1730.04734629366
"NCT29","OUT018",1607.93356041328
"NCL54","OUT013",2822.29075368297
"FDC05","OUT045",3111.84364078186
"FDF34","OUT035",3322.95075577666
"FDP03","OUT027",3446.73364891638
"FDD32","OUT010",0
"FDZ10","OUT045",1959.53526664589
"FDZ40","OUT035",1044.92881678859
"FDD51","OUT018",474.246874565968
"NCY30","OUT019",941.645425292671
"FDP58","OUT017",3527.6148451359
"FDV49","OUT017",4275.64372932622
"FDY24","OUT019",0
"NCO55","OUT017",1787.58242355682
"FDR13","OUT017",2012.63351271973
"FDS51","OUT017",1131.76298688401
"FDP26","OUT045",1595.26883914632
"NCB54","OUT027",3473.10955881445
"FDF32","OUT017",3244.38963162876
"FDN31","OUT018",2747.35893494647
"DRM48","OUT017",709.362029206682
"FDN20","OUT049",2814.0287639212
"DRL01","OUT046",3713.02943110089
"FDV56","OUT049",1882.14836383357
"DRH13","OUT027",3165.8987838729
"FDA03","OUT017",2503.24032435346
"FDF47","OUT027",4957.46530795599
"FDX32","OUT046",2405.40565604478
"FDX57","OUT049",1690.80479906925
"NCA30","OUT045",2907.8301045881
"FDO49","OUT013",924.610113801422
"FDL04","OUT019",0
"DRM48","OUT035",766.908549399972
"FDR16","OUT013",3393.57640796526
"NCC19","OUT018",2735.48415726525
"NCE42","OUT045",3624.70018798762
"FDY24","OUT017",996.198121444096
"FDH19","OUT049",2909.43767921804
"FDJ46","OUT013",2805.31214411465
"FDN45","OUT010",1587.78181531183
"FDY08","OUT035",2430.47252980581
"FDZ37","OUT035",1609.33020550923
"NCT30","OUT045",704.063504390315
"DRY23","OUT018",460.108026981581
"NCZ30","OUT018",1629.62534732005
"FDC44","OUT018",1510.28006992429
"FDB45","OUT035",1828.99728875979
"FDY04","OUT013",2685.81025759889
"FDM27","OUT046",2628.86462525133
"FDZ43","OUT017",3968.04426158735
"FDT39","OUT019",588.251140345901
"NCC06","OUT019",87.5628212692395
"FDL15","OUT027",3931.3925669974
"FDL57","OUT017",4196.43821157023
"FDU08","OUT046",1618.9877275375
"FDK40","OUT017",4258.55783623959
"FDQ12","OUT010",1716.09873850702
"FDS48","OUT017",2547.03841258909
"FDP09","OUT045",3282.98098080146
"FDW21","OUT049",1721.62925119865
"FDY25","OUT035",3043.13650416917
"DRE13","OUT017",1477.90982469942
"FDV43","OUT019",0
"FDD22","OUT045",1702.02978532595
"FDM46","OUT019",0
"NCO30","OUT010",1014.88323992162
"FDM25","OUT046",2832.95050158079
"NCN41","OUT049",2020.79267860069
"FDU24","OUT045",1447.07626212259
"FDZ50","OUT046",2979.96599829791
"FDP45","OUT013",4041.15300324236
"NCM54","OUT045",1902.99328097649
"FDW10","OUT019",867.853122297423
"FDP20","OUT017",2131.47202545391
"FDK32","OUT046",2488.22407265599
"FDN52","OUT049",1546.42858856611
"FDM58","OUT045",1758.26154019189
"FDZ46","OUT027",3206.65536026463
"NCA18","OUT018",1568.98933437725
"FDD35","OUT046",1945.99272380384
"NCK31","OUT035",962.124037426258
"FDI40","OUT027",3092.28070659888
"FDT50","OUT019",0
"NCT06","OUT046",2618.47690140946
"FDT31","OUT035",3151.74069748309
"FDT45","OUT049",967.023670481263
"FDT13","OUT045",2924.65787405947
"FDO50","OUT045",1399.15010800835
"NCU18","OUT010",337.871515577045
"NCR54","OUT049",3162.44652404586
"NCO18","OUT018",2560.190538884
"FDU09","OUT045",887.20253167189
"FDT13","OUT018",2723.50691050434
"FDE09","OUT046",1816.39443123807
"NCK53","OUT019",0
"FDG45","OUT049",3501.58320881028
"DRH15","OUT035",894.857927229052
"FDO21","OUT019",1708.39398678589
"FDD14","OUT027",4333.37275092621
"FDC09","OUT046",1715.43939149138
"FDH45","OUT027",2230.31618927219
"FDV32","OUT046",1047.62960325204
"FDG12","OUT035",2081.85914614556
"FDS32","OUT013",2356.48634454401
"NCL55","OUT018",3659.75083548768
"DRE01","OUT035",3935.16027824168
"DRE15","OUT049",1384.2936004265
"NCL42","OUT045",3800.60848665175
"FDP31","OUT013",1058.26835018412
"FDN33","OUT018",1241.65176738709
"FDZ59","OUT046",2650.33285723241
"FDE45","OUT010",953.314421994414
"FDJ07","OUT013",1933.27852203255
"FDQ45","OUT018",2716.34115057745
"FDM33","OUT027",4905.55802086365
"FDO15","OUT010",0
"FDM46","OUT013",1488.99658115615
"FDR03","OUT045",3264.52292461084
"FDY49","OUT018",2440.03851208943
"FDQ60","OUT045",1826.78504314969
"FDW10","OUT049",2905.70015443506
"FDO51","OUT049",913.264601103797
"FDJ40","OUT018",1510.95859424378
"FDS20","OUT018",2642.12853690109
"FDU45","OUT013",1869.44752364929
"FDV02","OUT035",2864.72693298
"FDN09","OUT046",3829.31782409754
"NCM55","OUT027",4394.29158602025
"FDN23","OUT018",2093.48830982876
"FDY31","OUT010",424.04467771356
"FDW03","OUT010",0
"FDD14","OUT046",2870.56607519392
"FDV23","OUT017",2098.11247477403
"DRI03","OUT045",2722.71946659304
"FDN13","OUT035",1718.92974830762
"FDF45","OUT027",2478.91605983248
"FDU46","OUT035",1628.24410010207
"FDB57","OUT049",3667.46081660276
"FDV12","OUT049",1757.33841652364
"FDQ58","OUT013",2464.51853731197
"NCA18","OUT017",1930.04910294535
"FDH52","OUT049",1153.10806540197
"FDM24","OUT018",2155.7870104943
"NCP43","OUT027",4316.0475196077
"NCO18","OUT019",913.585867289354
"FDM32","OUT017",1590.68555277468
"NCL07","OUT017",758.137860044569
"FDK03","OUT013",4075.16450584099
"FDP59","OUT017",1781.88198290016
"FDQ24","OUT049",4067.20822078522
"FDQ16","OUT018",1466.01215430183
"FDU44","OUT013",2666.61527194875
"FDH28","OUT010",0
"FDV28","OUT019",0
"FDM22","OUT045",864.252784170849
"FDR56","OUT046",3157.35232381013
"FDV39","OUT049",3258.66188538048
"FDU37","OUT019",0
"FDQ11","OUT010",2181.62810199766
"FDX02","OUT045",3480.06517577034
"NCS42","OUT018",1198.61366664276
"FDY57","OUT027",2981.89218065053
"FDB21","OUT049",3888.41927096222
"FDE28","OUT017",3751.19399077789
"FDQ55","OUT017",1983.5399776239
"FDA48","OUT049",3602.29402765861
"FDZ19","OUT045",2701.54959638044
"NCC43","OUT045",3864.0839781047
"NCV18","OUT046",1297.2326934046
"NCA42","OUT018",2250.99063490416
"FDY45","OUT046",4041.39278025265
"NCC30","OUT045",2768.91251368744
"FDM57","OUT013",1463.5723341496
"FDL09","OUT010",740.987190305232
"FDB09","OUT027",3441.05315915049
"FDT44","OUT035",2030.81618308637
"NCT06","OUT027",4061.32096398867
"FDX26","OUT049",3017.08888952761
"FDK32","OUT013",2549.06746050417
"DRA12","OUT046",2300.03207021976
"FDO46","OUT010",1133.50801400464
"FDE52","OUT013",1513.60875073317
"NCH42","OUT045",3537.08478587632
"FDV08","OUT035",893.640566871149
"FDB47","OUT018",3051.12327940917
"FDC28","OUT010",0
"FDD22","OUT046",1799.92556790451
"FDS07","OUT027",3291.78718968735
"DRI13","OUT045",3359.74578698642
"FDG32","OUT018",3215.27923726207
"FDU14","OUT017",4065.27323275293
"FDD28","OUT019",0
"NCP41","OUT017",1841.99882771548
"FDS08","OUT049",2881.16140097244
"FDX47","OUT045",2507.9369497175
"FDC53","OUT019",0
"FDQ19","OUT035",4007.76272493932
"FDL14","OUT045",2465.2601588441
"FDM33","OUT019",1576.98161473719
"FDA51","OUT045",1756.0784377614
"FDZ27","OUT018",568.519134796181
"FDT04","OUT046",687.520668093453
"DRC13","OUT049",2102.22688988058
"FDR16","OUT027",4850.16710373089
"FDQ03","OUT027",5229.79901545902
"FDE38","OUT035",2816.53683603744
"DRH23","OUT027",2329.80687463257
"FDT11","OUT019",1133.99383055931
"FDD09","OUT035",3040.29470593545
"FDR40","OUT045",1339.41631783561
"FDX07","OUT017",3083.01218912407
"FDR07","OUT035",1695.18816917753
"FDA51","OUT017",1942.40726398019
"FDT59","OUT019",1776.4529132002
"FDF20","OUT017",3229.78359847926
"FDR13","OUT045",1814.24954006264
"FDY26","OUT049",3475.7541703041
"FDW04","OUT017",2196.85013102263
"FDK52","OUT017",3675.00048318598
"FDN60","OUT049",2609.3966479949
"FDM09","OUT019",855.775299023813
"FDP46","OUT049",1520.14967096881
"FDB50","OUT019",0
"NCQ29","OUT049",4139.59592215343
"FDP16","OUT027",5317.83976080089
"FDX33","OUT018",2327.26545553198
"FDP07","OUT010",1225.35117381781
"FDN22","OUT046",3962.87617767497
"FDF39","OUT049",4294.34504848046
"FDS21","OUT017",1117.18034054448
"NCM42","OUT013",1715.63349273764
"FDK50","OUT019",727.104780476197
"DRF13","OUT027",3814.93268651358
"FDH35","OUT018",2339.55805365311
"FDP60","OUT018",1320.91043343978
"DRJ49","OUT027",3492.42047798659
"NCT42","OUT019",460.996493906337
"FDE38","OUT049",2767.25093376102
"FDI04","OUT049",3290.42591401999
"NCH54","OUT045",2442.31837055461
"FDT56","OUT049",1088.52477092576
"DRD15","OUT018",3393.07930118012
"FDV58","OUT013",3110.87633156035
"FDP21","OUT049",3113.67157259597
"FDH05","OUT013",3739.40014258351
"FDR10","OUT027",4047.92570471518
"NCP06","OUT045",2304.26722244848
"FDF33","OUT049",1824.62361621173
"DRK37","OUT013",2993.2151347046
"DRH49","OUT045",1295.23005322698
"FDT58","OUT013",2697.29436914731
"FDD41","OUT018",1417.50346347346
"FDP40","OUT018",1496.64633284819
"FDM51","OUT027",3155.53680962683
"FDO45","OUT010",0
"FDW33","OUT010",0
"FDY24","OUT045",856.842145790096
"FDB10","OUT010",1823.62063092294
"FDM40","OUT035",2405.94164909456
"NCI06","OUT017",2970.7636829441
"FDW12","OUT019",465.090530922442
"FDX48","OUT027",3980.39665600496
"NCW05","OUT027",3096.56675305746
"FDX27","OUT017",1658.85026791771
"DRM37","OUT045",3050.53139080634
"FDA38","OUT045",3737.12881643399
"FDR36","OUT046",715.178221409582
"FDZ45","OUT046",3153.80477483579
"FDG05","OUT017",2681.27464006957
"FDK28","OUT013",4072.74515045631
"FDV47","OUT045",1342.36648305777
"FDN21","OUT045",2488.24026718364
"FDP20","OUT027",3467.9854863693
"FDI35","OUT045",2834.1779559761
"DRY23","OUT013",785.044612828124
"FDA56","OUT017",2082.04109825688
"FDB09","OUT013",1997.28319399534
"NCO26","OUT027",3279.26333141632
"FDQ49","OUT018",2285.36387732919
"FDI52","OUT027",3367.17235029773
"FDZ44","OUT027",3336.52763350221
"FDZ09","OUT018",2334.0931942311
"FDY03","OUT049",1943.87067920135
"NCG42","OUT017",2128.69196863274
"DRI13","OUT027",4895.19469753358
"FDQ32","OUT013",2073.16244765072
"FDW16","OUT035",1661.38369162008
"FDU27","OUT046",796.94548441738
"FDR28","OUT010",751.458806990236
"FDQ49","OUT010",670.072305524946
"FDS37","OUT046",1850.87122142513
"FDW26","OUT018",3255.17427285326
"FDX12","OUT018",3573.13589705479
"NCP06","OUT013",2422.74795244704
"FDW45","OUT010",424.800930756562
"NCN30","OUT049",1613.95770639741
"FDN24","OUT049",957.283785838814
"NCL41","OUT027",2040.48630826203
"FDR02","OUT019",0
"FDD09","OUT010",1002.56219647047
"FDS33","OUT010",0
"FDU22","OUT045",1822.553485613
"FDI53","OUT013",2649.44990206515
"DRH01","OUT049",2866.65392359301
"FDX32","OUT013",2383.28628118809
"NCP30","OUT018",376.084715577711
"FDB60","OUT045",3053.02230375566
"FDB14","OUT049",1617.78086465078
"NCP02","OUT035",1067.38692880386
"FDJ10","OUT017",2356.99345122712
"FDG34","OUT046",1827.41100221074
"NCB18","OUT017",1501.52681386857
"FDM16","OUT049",1378.63818495025
"FDW25","OUT018",1081.04199979388
"FDB35","OUT010",0
"DRN11","OUT013",2287.14228538278
"FDF41","OUT019",1976.79547504488
"FDH16","OUT045",1373.89841400534
"NCQ50","OUT018",3065.92557551595
"DRH23","OUT018",604.990135430948
"DRJ37","OUT013",2458.74533359771
"DRJ24","OUT027",4361.59507257991
"FDY16","OUT035",3088.99262816907
"FDQ27","OUT045",1649.38697638772
"FDZ33","OUT045",2309.96906460439
"FDF29","OUT045",2061.61369616897
"FDA08","OUT049",2773.47299748773
"FDG31","OUT046",1085.74961305322
"FDE34","OUT019",1048.26218484411
"NCR30","OUT027",2628.64970866974
"FDV33","OUT035",4258.35292746601
"DRZ24","OUT018",1628.31711504429
"NCL54","OUT035",2889.35854669298
"FDR12","OUT049",2912.23245659969
"NCC54","OUT046",3775.57207836799
"DRN59","OUT013",807.41859400945
"FDX50","OUT019",0
"FDV31","OUT027",4296.86451176741
"NCA29","OUT027",4201.08690787804
"FDW60","OUT049",2944.16970853449
"FDX08","OUT017",3040.65598741716
"DRD49","OUT013",3711.28945654223
"FDD33","OUT046",3654.92759685858
"FDW35","OUT013",795.144038493818
"FDJ36","OUT017",1776.62407835619
"FDV51","OUT035",2829.07763524872
"FDW36","OUT046",1709.6488024476
"FDH35","OUT046",2634.77541925074
"NCS30","OUT027",3465.5148659967
"FDN49","OUT017",799.736484495317
"FDL08","OUT018",3623.47830498792
"FDI09","OUT013",3835.80060105885
"FDP19","OUT018",1755.33169238454
"FDU21","OUT010",0
"NCP41","OUT045",1642.12155969625
"FDY10","OUT013",1820.34857929737
"FDP12","OUT018",424.610676798457
"NCN26","OUT049",1935.7642482957
"FDK44","OUT013",2808.49888842898
"FDC28","OUT049",1837.71553487993
"FDJ41","OUT027",5590.80389363305
"NCT29","OUT035",2083.41365880504
"NCH42","OUT019",1680.17536009488
"FDU60","OUT018",2424.61442769038
"FDS02","OUT045",3032.45829215171
"FDC51","OUT046",2027.69128690367
"FDU03","OUT013",2976.48584032044
"FDX39","OUT045",3346.08364237474
"NCY05","OUT010",0
"NCL06","OUT027",5519.12772883035
"FDD32","OUT035",1528.69012666095
"NCN41","OUT045",1854.0740475945
"NCX53","OUT049",2360.58934356742
"FDU57","OUT019",528.183785704321
"FDQ23","OUT046",1681.09902105482
"FDQ52","OUT045",3834.93466116244
"FDC14","OUT045",676.824163270222
"FDY09","OUT035",2974.25932925514
"FDQ28","OUT045",2487.63613733923
"FDV25","OUT046",3475.08652193491
"FDJ07","OUT035",2014.79961708783
"DRB25","OUT049",1779.23119988176
"FDK52","OUT019",1641.63459308273
"FDY52","OUT027",2473.71869749593
"FDB28","OUT046",3128.54097571955
"FDT36","OUT035",778.115768660069
"FDV25","OUT017",3595.3530536748
"NCN07","OUT027",3485.67825688706
"FDC57","OUT017",3218.31499341723
"FDQ03","OUT018",3511.48170223686
"FDU23","OUT017",2808.48202556729
"NCX41","OUT035",3492.40917974534
"NCD06","OUT035",901.017457258296
"FDW08","OUT045",1631.79736162033
"NCU29","OUT017",2425.24112114803
"NCE06","OUT013",2554.80174034268
"FDV52","OUT010",0
"FDB02","OUT017",2973.30275565437
"NCR18","OUT045",652.97555706073
"FDK16","OUT049",1644.6344315394
"NCQ29","OUT010",2113.51284030655
"FDZ01","OUT019",0
"FDW27","OUT035",2669.77908545144
"FDD17","OUT018",3476.54483398789
"FDW39","OUT013",2896.45028614722
"DRH59","OUT045",1129.46652039774
"FDS52","OUT013",1682.73604228928
"FDU40","OUT027",4542.08974065559
"NCF54","OUT013",2777.9317768146
"FDH46","OUT045",1616.4002521717
"NCP14","OUT049",1718.3903075922
"FDH50","OUT049",3108.06333797275
"DRF15","OUT010",551.382724435369
"FDV27","OUT027",2934.49628954739
"NCJ06","OUT049",1974.55130667681
"FDN02","OUT018",2974.37901605587
"FDQ51","OUT049",939.020641814325
"FDQ07","OUT017",3672.57710332702
"FDS45","OUT049",1801.34849444867
"NCJ06","OUT045",1824.29309892219
"FDD36","OUT035",2025.11945834066
"FDY25","OUT045",2852.97032598638
"FDU52","OUT046",2479.83287468671
"DRK47","OUT017",3663.6278336379
"NCL30","OUT017",2107.83602435573
"FDN22","OUT035",4118.44922137505
"NCF30","OUT027",3401.30353416845
